Region,State,Physical inactivity
West,AK,0.234
West,AK,0.22
West,AK,0.205
West,AK,0.18
West,AK,0.283
West,AK,0.292
West,AK,0.288
West,AK,0.273
West,AK,0.225
West,AK,0.202
West,AK,0.227
West,AK,0.191
West,AK,0.17
West,AK,0.158
West,AK,0.237
West,AK,0.217
West,AK,0.22
West,AK,0.207
West,AK,0.2
West,AK,0.212
West,AK,0.281
West,AK,0.249
West,AK,0.247
West,AK,0.223
West,AK,0.255
West,AK,0.252
West,AK,0.274
West,AK,0.255
West,AK,0.299
West,AK,0.268
West,AK,0.264
West,AK,0.26
West,AK,0.187
West,AK,0.172
West,AK,0.23
West,AK,0.205
West,AK,0.227
West,AK,0.2
West,AK,0.238
West,AK,0.242
West,AK,0.272
West,AK,0.279
West,AK,0.217
West,AK,0.2
West,AK,0.263
West,AK,0.256
South,AL,0.294
South,AL,0.279
South,AL,0.276
South,AL,0.252
South,AL,0.35
South,AL,0.323
South,AL,0.37
South,AL,0.332
South,AL,0.35
South,AL,0.298
South,AL,0.325
South,AL,0.328
South,AL,0.369
South,AL,0.373
South,AL,0.333
South,AL,0.332
South,AL,0.387
South,AL,0.353
South,AL,0.342
South,AL,0.298
South,AL,0.315
South,AL,0.318
South,AL,0.379
South,AL,0.348
South,AL,0.37
South,AL,0.31
South,AL,0.394
South,AL,0.376
South,AL,0.347
South,AL,0.341
South,AL,0.306
South,AL,0.297
South,AL,0.307
South,AL,0.319
South,AL,0.373
South,AL,0.354
South,AL,0.318
South,AL,0.319
South,AL,0.385
South,AL,0.375
South,AL,0.339
South,AL,0.323
South,AL,0.315
South,AL,0.308
South,AL,0.311
South,AL,0.305
South,AL,0.345
South,AL,0.332
South,AL,0.313
South,AL,0.294
South,AL,0.309
South,AL,0.305
South,AL,0.387
South,AL,0.374
South,AL,0.338
South,AL,0.322
South,AL,0.321
South,AL,0.306
South,AL,0.374
South,AL,0.334
South,AL,0.345
South,AL,0.313
South,AL,0.365
South,AL,0.329
South,AL,0.383
South,AL,0.346
South,AL,0.303
South,AL,0.298
South,AL,0.331
South,AL,0.301
South,AL,0.323
South,AL,0.329
South,AL,0.299
South,AL,0.277
South,AL,0.373
South,AL,0.355
South,AL,0.326
South,AL,0.295
South,AL,0.348
South,AL,0.361
South,AL,0.264
South,AL,0.241
South,AL,0.303
South,AL,0.31
South,AL,0.36
South,AL,0.321
South,AL,0.33
South,AL,0.32
South,AL,0.263
South,AL,0.246
South,AL,0.344
South,AL,0.338
South,AL,0.423
South,AL,0.366
South,AL,0.351
South,AL,0.32
South,AL,0.307
South,AL,0.289
South,AL,0.346
South,AL,0.339
South,AL,0.293
South,AL,0.281
South,AL,0.301
South,AL,0.288
South,AL,0.335
South,AL,0.336
South,AL,0.347
South,AL,0.317
South,AL,0.326
South,AL,0.294
South,AL,0.349
South,AL,0.338
South,AL,0.352
South,AL,0.326
South,AL,0.245
South,AL,0.222
South,AL,0.34
South,AL,0.291
South,AL,0.312
South,AL,0.312
South,AL,0.36
South,AL,0.367
South,AL,0.321
South,AL,0.308
South,AL,0.285
South,AL,0.279
South,AL,0.384
South,AL,0.358
South,AL,0.321
South,AL,0.309
South,AL,0.33
South,AL,0.316
South,AL,0.351
South,AL,0.333
South,AR,0.392
South,AR,0.354
South,AR,0.374
South,AR,0.333
South,AR,0.309
South,AR,0.298
South,AR,0.266
South,AR,0.246
South,AR,0.33
South,AR,0.31
South,AR,0.343
South,AR,0.346
South,AR,0.364
South,AR,0.352
South,AR,0.305
South,AR,0.295
South,AR,0.35
South,AR,0.359
South,AR,0.318
South,AR,0.305
South,AR,0.365
South,AR,0.364
South,AR,0.308
South,AR,0.332
South,AR,0.287
South,AR,0.302
South,AR,0.304
South,AR,0.313
South,AR,0.294
South,AR,0.331
South,AR,0.341
South,AR,0.336
South,AR,0.328
South,AR,0.325
South,AR,0.326
South,AR,0.336
South,AR,0.347
South,AR,0.356
South,AR,0.36
South,AR,0.374
South,AR,0.339
South,AR,0.339
South,AR,0.329
South,AR,0.32
South,AR,0.292
South,AR,0.289
South,AR,0.322
South,AR,0.316
South,AR,0.365
South,AR,0.339
South,AR,0.262
South,AR,0.265
South,AR,0.315
South,AR,0.321
South,AR,0.339
South,AR,0.353
South,AR,0.324
South,AR,0.324
South,AR,0.34
South,AR,0.387
South,AR,0.331
South,AR,0.344
South,AR,0.357
South,AR,0.366
South,AR,0.349
South,AR,0.335
South,AR,0.385
South,AR,0.385
South,AR,0.364
South,AR,0.368
South,AR,0.344
South,AR,0.35
South,AR,0.326
South,AR,0.335
South,AR,0.328
South,AR,0.313
South,AR,0.346
South,AR,0.336
South,AR,0.307
South,AR,0.338
South,AR,0.319
South,AR,0.338
South,AR,0.359
South,AR,0.366
South,AR,0.29
South,AR,0.272
South,AR,0.312
South,AR,0.318
South,AR,0.291
South,AR,0.297
South,AR,0.325
South,AR,0.336
South,AR,0.411
South,AR,0.427
South,AR,0.352
South,AR,0.377
South,AR,0.282
South,AR,0.289
South,AR,0.345
South,AR,0.338
South,AR,0.371
South,AR,0.372
South,AR,0.371
South,AR,0.359
South,AR,0.309
South,AR,0.319
South,AR,0.374
South,AR,0.355
South,AR,0.279
South,AR,0.272
South,AR,0.369
South,AR,0.33
South,AR,0.328
South,AR,0.335
South,AR,0.27
South,AR,0.276
South,AR,0.343
South,AR,0.343
South,AR,0.295
South,AR,0.273
South,AR,0.328
South,AR,0.351
South,AR,0.288
South,AR,0.273
South,AR,0.352
South,AR,0.311
South,AR,0.324
South,AR,0.324
South,AR,0.315
South,AR,0.336
South,AR,0.316
South,AR,0.317
South,AR,0.31
South,AR,0.303
South,AR,0.359
South,AR,0.366
South,AR,0.33
South,AR,0.31
South,AR,0.316
South,AR,0.358
South,AR,0.293
South,AR,0.283
South,AR,0.253
South,AR,0.241
South,AR,0.277
South,AR,0.28
South,AR,0.309
South,AR,0.338
South,AR,0.287
South,AR,0.344
West,AZ,0.237
West,AZ,0.223
West,AZ,0.234
West,AZ,0.214
West,AZ,0.168
West,AZ,0.159
West,AZ,0.259
West,AZ,0.252
West,AZ,0.259
West,AZ,0.242
West,AZ,0.245
West,AZ,0.245
West,AZ,0.318
West,AZ,0.307
West,AZ,0.196
West,AZ,0.196
West,AZ,0.316
West,AZ,0.307
West,AZ,0.24
West,AZ,0.239
West,AZ,0.198
West,AZ,0.189
West,AZ,0.23
West,AZ,0.236
West,AZ,0.189
West,AZ,0.178
West,AZ,0.211
West,AZ,0.196
West,AZ,0.251
West,AZ,0.251
West,CA,0.16
West,CA,0.15
West,CA,0.172
West,CA,0.172
West,CA,0.168
West,CA,0.169
West,CA,0.177
West,CA,0.176
West,CA,0.158
West,CA,0.159
West,CA,0.164
West,CA,0.165
West,CA,0.18
West,CA,0.181
West,CA,0.152
West,CA,0.144
West,CA,0.2
West,CA,0.183
West,CA,0.187
West,CA,0.166
West,CA,0.172
West,CA,0.148
West,CA,0.231
West,CA,0.231
West,CA,0.159
West,CA,0.152
West,CA,0.221
West,CA,0.219
West,CA,0.196
West,CA,0.185
West,CA,0.201
West,CA,0.216
West,CA,0.166
West,CA,0.165
West,CA,0.181
West,CA,0.17
West,CA,0.186
West,CA,0.196
West,CA,0.108
West,CA,0.107
West,CA,0.205
West,CA,0.179
West,CA,0.188
West,CA,0.179
West,CA,0.187
West,CA,0.2
West,CA,0.204
West,CA,0.21
West,CA,0.126
West,CA,0.134
West,CA,0.154
West,CA,0.162
West,CA,0.142
West,CA,0.132
West,CA,0.134
West,CA,0.143
West,CA,0.16
West,CA,0.158
West,CA,0.145
West,CA,0.144
West,CA,0.177
West,CA,0.189
West,CA,0.203
West,CA,0.19
West,CA,0.184
West,CA,0.167
West,CA,0.151
West,CA,0.147
West,CA,0.204
West,CA,0.193
West,CA,0.161
West,CA,0.153
West,CA,0.159
West,CA,0.148
West,CA,0.213
West,CA,0.212
West,CA,0.146
West,CA,0.136
West,CA,0.154
West,CA,0.157
West,CA,0.15
West,CA,0.139
West,CA,0.162
West,CA,0.155
West,CA,0.11
West,CA,0.104
West,CA,0.199
West,CA,0.193
West,CA,0.193
West,CA,0.172
West,CA,0.198
West,CA,0.194
West,CA,0.206
West,CA,0.204
West,CA,0.137
West,CA,0.123
West,CA,0.205
West,CA,0.199
West,CA,0.208
West,CA,0.217
West,CA,0.169
West,CA,0.184
West,CA,0.21
West,CA,0.187
West,CA,0.216
West,CA,0.197
West,CA,0.193
West,CA,0.195
West,CA,0.17
West,CA,0.167
West,CA,0.15
West,CA,0.144
West,CA,0.224
West,CA,0.193
West,CO,0.204
West,CO,0.195
West,CO,0.207
West,CO,0.206
West,CO,0.165
West,CO,0.162
West,CO,0.171
West,CO,0.158
West,CO,0.234
West,CO,0.225
West,CO,0.225
West,CO,0.217
West,CO,0.108
West,CO,0.097
West,CO,0.153
West,CO,0.13
West,CO,0.156
West,CO,0.163
West,CO,0.229
West,CO,0.234
West,CO,0.168
West,CO,0.156
West,CO,0.198
West,CO,0.203
West,CO,0.215
West,CO,0.214
West,CO,0.233
West,CO,0.215
West,CO,0.212
West,CO,0.202
West,CO,0.208
West,CO,0.196
West,CO,0.143
West,CO,0.138
West,CO,0.209
West,CO,0.177
West,CO,0.11
West,CO,0.109
West,CO,0.104
West,CO,0.094
West,CO,0.172
West,CO,0.167
West,CO,0.196
West,CO,0.18
West,CO,0.191
West,CO,0.188
West,CO,0.138
West,CO,0.112
West,CO,0.186
West,CO,0.187
West,CO,0.155
West,CO,0.145
West,CO,0.136
West,CO,0.12
West,CO,0.258
West,CO,0.219
West,CO,0.143
West,CO,0.132
West,CO,0.206
West,CO,0.271
West,CO,0.235
West,CO,0.154
West,CO,0.133
West,CO,0.176
West,CO,0.167
West,CO,0.127
West,CO,0.122
West,CO,0.216
West,CO,0.2
West,CO,0.23
West,CO,0.221
West,CO,0.218
West,CO,0.203
West,CO,0.172
West,CO,0.178
West,CO,0.258
West,CO,0.246
West,CO,0.228
West,CO,0.204
West,CO,0.167
West,CO,0.166
West,CO,0.216
West,CO,0.204
West,CO,0.211
West,CO,0.207
West,CO,0.148
West,CO,0.149
West,CO,0.188
West,CO,0.181
West,CO,0.211
West,CO,0.205
West,CO,0.117
West,CO,0.102
West,CO,0.25
West,CO,0.233
West,CO,0.183
West,CO,0.188
West,CO,0.176
West,CO,0.168
West,CO,0.222
West,CO,0.202
West,CO,0.104
West,CO,0.103
West,CO,0.198
West,CO,0.186
West,CO,0.14
West,CO,0.128
West,CO,0.226
West,CO,0.214
West,CO,0.116
West,CO,0.092
West,CO,0.186
West,CO,0.17
West,CO,0.242
West,CO,0.198
West,CO,0.172
West,CO,0.177
West,CO,0.222
West,CO,0.209
Northeast,CT,0.201
Northeast,CT,0.198
Northeast,CT,0.233
Northeast,CT,0.227
Northeast,CT,0.2
Northeast,CT,0.197
Northeast,CT,0.214
Northeast,CT,0.202
Northeast,CT,0.254
Northeast,CT,0.241
Northeast,CT,0.234
Northeast,CT,0.214
Northeast,CT,0.192
Northeast,CT,0.172
Northeast,CT,0.249
Northeast,CT,0.235
South,DC,0.175
South,DE,0.276
South,DE,0.274
South,DE,0.227
South,DE,0.216
South,DE,0.262
South,DE,0.261
South,FL,0.214
South,FL,0.207
South,FL,0.321
South,FL,0.327
South,FL,0.246
South,FL,0.253
South,FL,0.311
South,FL,0.311
South,FL,0.251
South,FL,0.25
South,FL,0.236
South,FL,0.227
South,FL,0.32
South,FL,0.325
South,FL,0.228
South,FL,0.231
South,FL,0.263
South,FL,0.26
South,FL,0.248
South,FL,0.247
South,FL,0.175
South,FL,0.169
South,FL,0.304
South,FL,0.303
South,FL,0.311
South,FL,0.316
South,FL,0.334
South,FL,0.343
South,FL,0.256
South,FL,0.254
South,FL,0.257
South,FL,0.244
South,FL,0.249
South,FL,0.227
South,FL,0.288
South,FL,0.29
South,FL,0.325
South,FL,0.309
South,FL,0.286
South,FL,0.274
South,FL,0.338
South,FL,0.339
South,FL,0.276
South,FL,0.265
South,FL,0.331
South,FL,0.319
South,FL,0.309
South,FL,0.305
South,FL,0.314
South,FL,0.309
South,FL,0.262
South,FL,0.258
South,FL,0.28
South,FL,0.273
South,FL,0.232
South,FL,0.221
South,FL,0.329
South,FL,0.319
South,FL,0.238
South,FL,0.239
South,FL,0.319
South,FL,0.322
South,FL,0.285
South,FL,0.277
South,FL,0.292
South,FL,0.295
South,FL,0.234
South,FL,0.235
South,FL,0.244
South,FL,0.242
South,FL,0.204
South,FL,0.201
South,FL,0.334
South,FL,0.328
South,FL,0.329
South,FL,0.327
South,FL,0.302
South,FL,0.295
South,FL,0.247
South,FL,0.24
South,FL,0.274
South,FL,0.28
South,FL,0.204
South,FL,0.202
South,FL,0.237
South,FL,0.211
South,FL,0.182
South,FL,0.175
South,FL,0.238
South,FL,0.233
South,FL,0.234
South,FL,0.228
South,FL,0.308
South,FL,0.319
South,FL,0.236
South,FL,0.234
South,FL,0.269
South,FL,0.265
South,FL,0.226
South,FL,0.222
South,FL,0.294
South,FL,0.278
South,FL,0.199
South,FL,0.203
South,FL,0.257
South,FL,0.255
South,FL,0.337
South,FL,0.333
South,FL,0.247
South,FL,0.243
South,FL,0.192
South,FL,0.197
South,FL,0.208
South,FL,0.207
South,FL,0.18
South,FL,0.171
South,FL,0.261
South,FL,0.247
South,FL,0.216
South,FL,0.201
South,FL,0.3
South,FL,0.288
South,FL,0.314
South,FL,0.32
South,FL,0.311
South,FL,0.303
South,FL,0.257
South,FL,0.269
South,FL,0.277
South,FL,0.275
South,FL,0.268
South,FL,0.262
South,FL,0.317
South,FL,0.301
South,GA,0.324
South,GA,0.293
South,GA,0.301
South,GA,0.317
South,GA,0.334
South,GA,0.321
South,GA,0.294
South,GA,0.292
South,GA,0.292
South,GA,0.292
South,GA,0.271
South,GA,0.295
South,GA,0.307
South,GA,0.308
South,GA,0.269
South,GA,0.261
South,GA,0.326
South,GA,0.322
South,GA,0.309
South,GA,0.344
South,GA,0.269
South,GA,0.276
South,GA,0.287
South,GA,0.274
South,GA,0.265
South,GA,0.251
South,GA,0.313
South,GA,0.302
South,GA,0.231
South,GA,0.24
South,GA,0.242
South,GA,0.244
South,GA,0.314
South,GA,0.286
South,GA,0.269
South,GA,0.291
South,GA,0.294
South,GA,0.282
South,GA,0.236
South,GA,0.236
South,GA,0.278
South,GA,0.297
South,GA,0.278
South,GA,0.27
South,GA,0.328
South,GA,0.302
South,GA,0.302
South,GA,0.281
South,GA,0.241
South,GA,0.237
South,GA,0.259
South,GA,0.269
South,GA,0.281
South,GA,0.275
South,GA,0.227
South,GA,0.225
South,GA,0.235
South,GA,0.247
South,GA,0.312
South,GA,0.311
South,GA,0.277
South,GA,0.258
South,GA,0.311
South,GA,0.296
South,GA,0.201
South,GA,0.194
South,GA,0.307
South,GA,0.334
South,GA,0.292
South,GA,0.304
South,GA,0.233
South,GA,0.234
South,GA,0.298
South,GA,0.281
South,GA,0.259
South,GA,0.259
South,GA,0.286
South,GA,0.295
South,GA,0.362
South,GA,0.326
South,GA,0.271
South,GA,0.279
South,GA,0.232
South,GA,0.239
South,GA,0.21
South,GA,0.196
South,GA,0.303
South,GA,0.291
South,GA,0.316
South,GA,0.308
South,GA,0.288
South,GA,0.312
South,GA,0.275
South,GA,0.275
South,GA,0.268
South,GA,0.254
South,GA,0.299
South,GA,0.305
South,GA,0.269
South,GA,0.277
South,GA,0.248
South,GA,0.261
South,GA,0.31
South,GA,0.3
South,GA,0.277
South,GA,0.285
South,GA,0.321
South,GA,0.306
South,GA,0.251
South,GA,0.256
South,GA,0.218
South,GA,0.219
South,GA,0.311
South,GA,0.289
South,GA,0.177
South,GA,0.169
South,GA,0.301
South,GA,0.316
South,GA,0.196
South,GA,0.184
South,GA,0.281
South,GA,0.275
South,GA,0.287
South,GA,0.286
South,GA,0.282
South,GA,0.286
South,GA,0.253
South,GA,0.222
South,GA,0.298
South,GA,0.303
South,GA,0.28
South,GA,0.303
South,GA,0.211
South,GA,0.202
South,GA,0.267
South,GA,0.291
South,GA,0.247
South,GA,0.23
South,GA,0.286
South,GA,0.283
South,GA,0.29
South,GA,0.28
South,GA,0.222
South,GA,0.211
South,GA,0.263
South,GA,0.249
South,GA,0.29
South,GA,0.278
South,GA,0.246
South,GA,0.236
South,GA,0.248
South,GA,0.252
South,GA,0.267
South,GA,0.258
South,GA,0.265
South,GA,0.259
South,GA,0.294
South,GA,0.288
South,GA,0.308
South,GA,0.297
South,GA,0.304
South,GA,0.276
South,GA,0.272
South,GA,0.28
South,GA,0.307
South,GA,0.308
South,GA,0.296
South,GA,0.284
South,GA,0.282
South,GA,0.287
South,GA,0.298
South,GA,0.269
South,GA,0.308
South,GA,0.291
South,GA,0.246
South,GA,0.253
South,GA,0.273
South,GA,0.285
South,GA,0.318
South,GA,0.306
South,GA,0.264
South,GA,0.261
South,GA,0.273
South,GA,0.284
South,GA,0.22
South,GA,0.226
South,GA,0.272
South,GA,0.29
South,GA,0.27
South,GA,0.277
South,GA,0.32
South,GA,0.326
South,GA,0.29
South,GA,0.299
South,GA,0.287
South,GA,0.299
South,GA,0.291
South,GA,0.314
South,GA,0.374
South,GA,0.354
South,GA,0.328
South,GA,0.318
South,GA,0.27
South,GA,0.269
South,GA,0.278
South,GA,0.301
South,GA,0.27
South,GA,0.273
South,GA,0.336
South,GA,0.317
South,GA,0.296
South,GA,0.283
South,GA,0.272
South,GA,0.255
South,GA,0.23
South,GA,0.217
South,GA,0.268
South,GA,0.258
South,GA,0.258
South,GA,0.243
South,GA,0.29
South,GA,0.274
South,GA,0.236
South,GA,0.226
South,GA,0.306
South,GA,0.316
South,GA,0.292
South,GA,0.3
South,GA,0.281
South,GA,0.31
South,GA,0.31
South,GA,0.314
South,GA,0.254
South,GA,0.243
South,GA,0.301
South,GA,0.301
South,GA,0.245
South,GA,0.251
South,GA,0.347
South,GA,0.343
South,GA,0.28
South,GA,0.277
South,GA,0.293
South,GA,0.289
South,GA,0.275
South,GA,0.267
South,GA,0.344
South,GA,0.329
South,GA,0.313
South,GA,0.317
South,GA,0.286
South,GA,0.271
South,GA,0.269
South,GA,0.294
South,GA,0.285
South,GA,0.289
South,GA,0.304
South,GA,0.288
South,GA,0.308
South,GA,0.304
South,GA,0.328
South,GA,0.309
South,GA,0.308
South,GA,0.321
South,GA,0.297
South,GA,0.312
South,GA,0.31
South,GA,0.316
South,GA,0.305
South,GA,0.295
South,GA,0.262
South,GA,0.263
South,GA,0.306
South,GA,0.295
South,GA,0.312
South,GA,0.298
South,GA,0.284
South,GA,0.256
South,GA,0.31
South,GA,0.311
South,GA,0.3
South,GA,0.295
South,GA,0.352
South,GA,0.331
South,GA,0.319
South,GA,0.308
South,GA,0.278
South,GA,0.263
South,GA,0.281
South,GA,0.292
South,GA,0.337
South,GA,0.321
South,GA,0.294
South,GA,0.263
South,GA,0.331
South,GA,0.309
South,GA,0.291
South,GA,0.316
South,GA,0.278
South,GA,0.285
South,GA,0.309
South,GA,0.296
South,GA,0.299
South,GA,0.296
South,GA,0.304
South,GA,0.305
South,GA,0.248
South,GA,0.243
South,GA,0.32
South,GA,0.328
South,GA,0.278
South,GA,0.277
South,GA,0.281
South,GA,0.297
South,GA,0.275
South,GA,0.29
South,GA,0.269
South,GA,0.289
West,HI,0.188
West,HI,0.19
West,HI,0.194
West,HI,0.183
West,HI,0.17
West,HI,0.17
West,HI,0.177
West,HI,0.171
Midwest,IA,0.299
Midwest,IA,0.305
Midwest,IA,0.288
Midwest,IA,0.27
Midwest,IA,0.228
Midwest,IA,0.223
Midwest,IA,0.282
Midwest,IA,0.314
Midwest,IA,0.275
Midwest,IA,0.246
Midwest,IA,0.261
Midwest,IA,0.252
Midwest,IA,0.23
Midwest,IA,0.224
Midwest,IA,0.288
Midwest,IA,0.269
Midwest,IA,0.22
Midwest,IA,0.226
Midwest,IA,0.275
Midwest,IA,0.276
Midwest,IA,0.255
Midwest,IA,0.242
Midwest,IA,0.27
Midwest,IA,0.265
Midwest,IA,0.277
Midwest,IA,0.237
Midwest,IA,0.266
Midwest,IA,0.221
Midwest,IA,0.291
Midwest,IA,0.276
Midwest,IA,0.283
Midwest,IA,0.302
Midwest,IA,0.245
Midwest,IA,0.276
Midwest,IA,0.248
Midwest,IA,0.265
Midwest,IA,0.312
Midwest,IA,0.269
Midwest,IA,0.303
Midwest,IA,0.265
Midwest,IA,0.268
Midwest,IA,0.239
Midwest,IA,0.282
Midwest,IA,0.264
Midwest,IA,0.288
Midwest,IA,0.271
Midwest,IA,0.314
Midwest,IA,0.301
Midwest,IA,0.266
Midwest,IA,0.277
Midwest,IA,0.287
Midwest,IA,0.279
Midwest,IA,0.279
Midwest,IA,0.255
Midwest,IA,0.325
Midwest,IA,0.318
Midwest,IA,0.288
Midwest,IA,0.272
Midwest,IA,0.243
Midwest,IA,0.241
Midwest,IA,0.213
Midwest,IA,0.205
Midwest,IA,0.285
Midwest,IA,0.289
Midwest,IA,0.271
Midwest,IA,0.28
Midwest,IA,0.269
Midwest,IA,0.249
Midwest,IA,0.276
Midwest,IA,0.264
Midwest,IA,0.296
Midwest,IA,0.258
Midwest,IA,0.288
Midwest,IA,0.279
Midwest,IA,0.281
Midwest,IA,0.269
Midwest,IA,0.29
Midwest,IA,0.286
Midwest,IA,0.229
Midwest,IA,0.249
Midwest,IA,0.246
Midwest,IA,0.267
Midwest,IA,0.31
Midwest,IA,0.309
Midwest,IA,0.318
Midwest,IA,0.292
Midwest,IA,0.274
Midwest,IA,0.265
Midwest,IA,0.245
Midwest,IA,0.246
Midwest,IA,0.27
Midwest,IA,0.275
Midwest,IA,0.283
Midwest,IA,0.286
Midwest,IA,0.292
Midwest,IA,0.257
Midwest,IA,0.245
Midwest,IA,0.242
Midwest,IA,0.276
Midwest,IA,0.287
Midwest,IA,0.226
Midwest,IA,0.206
Midwest,IA,0.183
Midwest,IA,0.169
Midwest,IA,0.259
Midwest,IA,0.246
Midwest,IA,0.264
Midwest,IA,0.269
Midwest,IA,0.316
Midwest,IA,0.286
Midwest,IA,0.29
Midwest,IA,0.269
Midwest,IA,0.232
Midwest,IA,0.226
Midwest,IA,0.306
Midwest,IA,0.295
Midwest,IA,0.282
Midwest,IA,0.259
Midwest,IA,0.294
Midwest,IA,0.279
Midwest,IA,0.221
Midwest,IA,0.235
Midwest,IA,0.307
Midwest,IA,0.266
Midwest,IA,0.252
Midwest,IA,0.229
Midwest,IA,0.262
Midwest,IA,0.241
Midwest,IA,0.265
Midwest,IA,0.274
Midwest,IA,0.3
Midwest,IA,0.262
Midwest,IA,0.288
Midwest,IA,0.271
Midwest,IA,0.326
Midwest,IA,0.317
Midwest,IA,0.274
Midwest,IA,0.265
Midwest,IA,0.253
Midwest,IA,0.261
Midwest,IA,0.275
Midwest,IA,0.233
Midwest,IA,0.279
Midwest,IA,0.262
Midwest,IA,0.28
Midwest,IA,0.288
Midwest,IA,0.271
Midwest,IA,0.273
Midwest,IA,0.266
Midwest,IA,0.242
Midwest,IA,0.276
Midwest,IA,0.293
Midwest,IA,0.231
Midwest,IA,0.215
Midwest,IA,0.299
Midwest,IA,0.282
Midwest,IA,0.244
Midwest,IA,0.217
Midwest,IA,0.306
Midwest,IA,0.276
Midwest,IA,0.259
Midwest,IA,0.24
Midwest,IA,0.22
Midwest,IA,0.213
Midwest,IA,0.292
Midwest,IA,0.276
Midwest,IA,0.27
Midwest,IA,0.251
Midwest,IA,0.201
Midwest,IA,0.194
Midwest,IA,0.329
Midwest,IA,0.32
Midwest,IA,0.245
Midwest,IA,0.24
Midwest,IA,0.269
Midwest,IA,0.267
Midwest,IA,0.271
Midwest,IA,0.285
Midwest,IA,0.289
Midwest,IA,0.298
Midwest,IA,0.302
Midwest,IA,0.279
Midwest,IA,0.234
Midwest,IA,0.235
Midwest,IA,0.286
Midwest,IA,0.26
Midwest,IA,0.265
Midwest,IA,0.252
Midwest,IA,0.275
Midwest,IA,0.303
Midwest,IA,0.224
Midwest,IA,0.187
Midwest,IA,0.286
Midwest,IA,0.27
Midwest,IA,0.269
Midwest,IA,0.276
Midwest,IA,0.31
Midwest,IA,0.301
West,ID,0.153
West,ID,0.154
West,ID,0.232
West,ID,0.23
