Region,State,Physical inactivity
Midwest,MI,0.304
Midwest,MI,0.307
Midwest,MI,0.23
Midwest,MI,0.223
Midwest,MI,0.182
Midwest,MI,0.188
Midwest,MI,0.281
Midwest,MI,0.318
Midwest,MI,0.249
Midwest,MI,0.225
Midwest,MI,0.228
Midwest,MI,0.226
Midwest,MI,0.229
Midwest,MI,0.235
Midwest,MI,0.202
Midwest,MI,0.185
Midwest,MI,0.238
Midwest,MI,0.222
Midwest,MI,0.234
Midwest,MI,0.26
Midwest,MI,0.234
Midwest,MI,0.227
Midwest,MI,0.202
Midwest,MI,0.211
Midwest,MI,0.259
Midwest,MI,0.218
Midwest,MI,0.205
Midwest,MI,0.191
Midwest,MI,0.279
Midwest,MI,0.245
Midwest,MI,0.207
Midwest,MI,0.208
Midwest,MI,0.229
Midwest,MI,0.22
Midwest,MI,0.262
Midwest,MI,0.252
Midwest,MI,0.25
Midwest,MI,0.221
Midwest,MI,0.241
Midwest,MI,0.24
Midwest,MI,0.186
Midwest,MI,0.173
Midwest,MI,0.231
Midwest,MI,0.215
Midwest,MI,0.251
Midwest,MI,0.238
Midwest,MI,0.228
Midwest,MI,0.221
Midwest,MI,0.257
Midwest,MI,0.209
Midwest,MI,0.159
Midwest,MI,0.157
Midwest,MI,0.259
Midwest,MI,0.23
Midwest,MI,0.245
Midwest,MI,0.238
Midwest,MI,0.298
Midwest,MI,0.277
Midwest,MI,0.247
Midwest,MI,0.243
Midwest,MI,0.251
Midwest,MI,0.234
Midwest,MI,0.246
Midwest,MI,0.215
Midwest,MI,0.223
Midwest,MI,0.235
Midwest,MI,0.269
Midwest,MI,0.238
Midwest,MI,0.244
Midwest,MI,0.233
Midwest,MI,0.246
Midwest,MI,0.249
Midwest,MI,0.204
Midwest,MI,0.192
Midwest,MI,0.25
Midwest,MI,0.228
Midwest,MI,0.284
Midwest,MI,0.278
Midwest,MI,0.234
Midwest,MI,0.238
Midwest,MI,0.286
Midwest,MI,0.25
Midwest,MI,0.249
Midwest,MI,0.214
Midwest,MI,0.232
Midwest,MI,0.246
Midwest,MI,0.201
Midwest,MI,0.19
Midwest,MI,0.24
Midwest,MI,0.264
Midwest,MI,0.296
Midwest,MI,0.282
Midwest,MI,0.28
Midwest,MI,0.264
Midwest,MI,0.257
Midwest,MI,0.237
Midwest,MI,0.27
Midwest,MI,0.25
Midwest,MI,0.244
Midwest,MI,0.211
Midwest,MI,0.228
Midwest,MI,0.224
Midwest,MI,0.276
Midwest,MI,0.272
Midwest,MI,0.276
Midwest,MI,0.276
Midwest,MI,0.294
Midwest,MI,0.254
Midwest,MI,0.184
Midwest,MI,0.17
Midwest,MI,0.277
Midwest,MI,0.264
Midwest,MI,0.256
Midwest,MI,0.241
Midwest,MN,0.235
Midwest,MN,0.249
Midwest,MN,0.224
Midwest,MN,0.208
Midwest,MN,0.237
Midwest,MN,0.233
Midwest,MN,0.238
Midwest,MN,0.231
Midwest,MN,0.22
Midwest,MN,0.195
Midwest,MN,0.236
Midwest,MN,0.214
Midwest,MN,0.239
Midwest,MN,0.207
Midwest,MN,0.236
Midwest,MN,0.218
Midwest,MN,0.209
Midwest,MN,0.187
Midwest,MN,0.171
Midwest,MN,0.162
Midwest,MN,0.213
Midwest,MN,0.222
Midwest,MN,0.305
Midwest,MN,0.31
Midwest,MN,0.216
Midwest,MN,0.222
Midwest,MN,0.246
Midwest,MN,0.24
Midwest,MN,0.263
Midwest,MN,0.252
Midwest,MN,0.204
Midwest,MN,0.192
Midwest,MN,0.255
Midwest,MN,0.271
Midwest,MN,0.209
Midwest,MN,0.212
Midwest,MN,0.171
Midwest,MN,0.162
Midwest,MN,0.215
Midwest,MN,0.197
Midwest,MN,0.217
Midwest,MN,0.193
Midwest,MN,0.265
Midwest,MN,0.259
Midwest,MN,0.229
Midwest,MN,0.221
Midwest,MN,0.245
Midwest,MN,0.251
Midwest,MN,0.212
Midwest,MN,0.201
Midwest,MN,0.241
Midwest,MN,0.241
Midwest,MN,0.173
Midwest,MN,0.168
Midwest,MN,0.218
Midwest,MN,0.236
Midwest,MN,0.244
Midwest,MN,0.22
Midwest,MN,0.188
Midwest,MN,0.173
Midwest,MN,0.225
Midwest,MN,0.215
Midwest,MN,0.233
Midwest,MN,0.219
Midwest,MN,0.239
Midwest,MN,0.223
Midwest,MN,0.236
Midwest,MN,0.232
Midwest,MN,0.269
Midwest,MN,0.261
Midwest,MN,0.231
Midwest,MN,0.231
Midwest,MN,0.275
Midwest,MN,0.269
Midwest,MN,0.251
Midwest,MN,0.219
Midwest,MN,0.243
Midwest,MN,0.251
Midwest,MN,0.222
Midwest,MN,0.202
Midwest,MN,0.246
Midwest,MN,0.237
Midwest,MN,0.2
Midwest,MN,0.186
Midwest,MN,0.302
Midwest,MN,0.288
Midwest,MN,0.244
Midwest,MN,0.242
Midwest,MN,0.261
Midwest,MN,0.282
Midwest,MN,0.191
Midwest,MN,0.205
Midwest,MN,0.241
Midwest,MN,0.236
Midwest,MN,0.244
Midwest,MN,0.248
Midwest,MN,0.223
Midwest,MN,0.232
Midwest,MN,0.235
Midwest,MN,0.249
Midwest,MN,0.225
Midwest,MN,0.226
Midwest,MN,0.186
Midwest,MN,0.175
Midwest,MN,0.265
Midwest,MN,0.256
Midwest,MN,0.294
Midwest,MN,0.306
Midwest,MN,0.202
Midwest,MN,0.193
Midwest,MN,0.234
Midwest,MN,0.226
Midwest,MN,0.229
Midwest,MN,0.218
Midwest,MN,0.233
Midwest,MN,0.23
Midwest,MN,0.217
Midwest,MN,0.227
Midwest,MN,0.266
Midwest,MN,0.25
Midwest,MN,0.274
Midwest,MN,0.26
Midwest,MN,0.176
Midwest,MN,0.177
Midwest,MN,0.224
Midwest,MN,0.223
Midwest,MN,0.23
Midwest,MN,0.222
Midwest,MN,0.241
Midwest,MN,0.231
Midwest,MN,0.204
Midwest,MN,0.201
Midwest,MN,0.22
Midwest,MN,0.226
Midwest,MN,0.247
Midwest,MN,0.23
Midwest,MN,0.188
Midwest,MN,0.181
Midwest,MN,0.243
Midwest,MN,0.219
Midwest,MN,0.277
Midwest,MN,0.266
Midwest,MN,0.191
Midwest,MN,0.189
Midwest,MN,0.193
Midwest,MN,0.19
Midwest,MN,0.21
Midwest,MN,0.197
Midwest,MN,0.221
Midwest,MN,0.208
Midwest,MN,0.301
Midwest,MN,0.307
Midwest,MN,0.251
Midwest,MN,0.236
Midwest,MN,0.266
Midwest,MN,0.272
Midwest,MN,0.221
Midwest,MN,0.215
Midwest,MN,0.228
Midwest,MN,0.216
Midwest,MN,0.255
Midwest,MN,0.255
Midwest,MN,0.174
Midwest,MN,0.177
Midwest,MN,0.245
Midwest,MN,0.246
Midwest,MN,0.269
Midwest,MN,0.243
Midwest,MN,0.199
Midwest,MN,0.208
Midwest,MN,0.174
Midwest,MN,0.182
Midwest,MN,0.209
Midwest,MN,0.201
Midwest,MO,0.309
Midwest,MO,0.29
Midwest,MO,0.299
Midwest,MO,0.317
Midwest,MO,0.323
Midwest,MO,0.32
Midwest,MO,0.314
Midwest,MO,0.293
Midwest,MO,0.308
Midwest,MO,0.331
Midwest,MO,0.288
Midwest,MO,0.279
Midwest,MO,0.328
Midwest,MO,0.302
Midwest,MO,0.34
Midwest,MO,0.332
Midwest,MO,0.336
Midwest,MO,0.329
Midwest,MO,0.228
Midwest,MO,0.21
Midwest,MO,0.295
Midwest,MO,0.28
Midwest,MO,0.321
Midwest,MO,0.3
Midwest,MO,0.303
Midwest,MO,0.276
Midwest,MO,0.303
Midwest,MO,0.3
Midwest,MO,0.304
Midwest,MO,0.291
Midwest,MO,0.277
Midwest,MO,0.273
Midwest,MO,0.285
Midwest,MO,0.279
Midwest,MO,0.295
Midwest,MO,0.29
Midwest,MO,0.298
Midwest,MO,0.271
Midwest,MO,0.267
Midwest,MO,0.278
Midwest,MO,0.331
Midwest,MO,0.322
Midwest,MO,0.258
Midwest,MO,0.259
Midwest,MO,0.317
Midwest,MO,0.325
Midwest,MO,0.259
Midwest,MO,0.245
Midwest,MO,0.279
Midwest,MO,0.265
Midwest,MO,0.268
Midwest,MO,0.226
Midwest,MO,0.257
Midwest,MO,0.246
Midwest,MO,0.281
Midwest,MO,0.259
Midwest,MO,0.313
Midwest,MO,0.311
Midwest,MO,0.303
Midwest,MO,0.294
Midwest,MO,0.287
Midwest,MO,0.311
Midwest,MO,0.289
Midwest,MO,0.292
Midwest,MO,0.332
Midwest,MO,0.335
Midwest,MO,0.328
Midwest,MO,0.32
Midwest,MO,0.413
Midwest,MO,0.382
Midwest,MO,0.279
Midwest,MO,0.288
Midwest,MO,0.36
Midwest,MO,0.339
Midwest,MO,0.3
Midwest,MO,0.268
Midwest,MO,0.239
Midwest,MO,0.211
Midwest,MO,0.285
Midwest,MO,0.279
Midwest,MO,0.368
Midwest,MO,0.325
Midwest,MO,0.298
Midwest,MO,0.263
Midwest,MO,0.307
Midwest,MO,0.313
Midwest,MO,0.264
Midwest,MO,0.279
Midwest,MO,0.303
Midwest,MO,0.28
Midwest,MO,0.28
Midwest,MO,0.296
Midwest,MO,0.278
Midwest,MO,0.286
Midwest,MO,0.253
Midwest,MO,0.249
Midwest,MO,0.261
Midwest,MO,0.252
Midwest,MO,0.296
Midwest,MO,0.281
Midwest,MO,0.314
Midwest,MO,0.267
Midwest,MO,0.305
Midwest,MO,0.283
Midwest,MO,0.332
Midwest,MO,0.334
Midwest,MO,0.262
Midwest,MO,0.288
Midwest,MO,0.269
Midwest,MO,0.246
Midwest,MO,0.279
Midwest,MO,0.317
Midwest,MO,0.29
Midwest,MO,0.266
Midwest,MO,0.345
Midwest,MO,0.31
Midwest,MO,0.318
Midwest,MO,0.298
Midwest,MO,0.283
Midwest,MO,0.286
Midwest,MO,0.327
Midwest,MO,0.318
Midwest,MO,0.287
Midwest,MO,0.291
Midwest,MO,0.321
Midwest,MO,0.292
Midwest,MO,0.325
Midwest,MO,0.343
Midwest,MO,0.378
Midwest,MO,0.317
Midwest,MO,0.32
Midwest,MO,0.312
Midwest,MO,0.383
Midwest,MO,0.369
Midwest,MO,0.301
Midwest,MO,0.281
Midwest,MO,0.292
Midwest,MO,0.29
Midwest,MO,0.288
Midwest,MO,0.282
Midwest,MO,0.346
Midwest,MO,0.317
Midwest,MO,0.334
Midwest,MO,0.377
Midwest,MO,0.302
Midwest,MO,0.281
Midwest,MO,0.302
Midwest,MO,0.281
Midwest,MO,0.353
Midwest,MO,0.314
Midwest,MO,0.257
Midwest,MO,0.265
Midwest,MO,0.322
Midwest,MO,0.317
Midwest,MO,0.353
Midwest,MO,0.335
Midwest,MO,0.265
Midwest,MO,0.267
Midwest,MO,0.313
Midwest,MO,0.315
Midwest,MO,0.26
Midwest,MO,0.279
Midwest,MO,0.319
Midwest,MO,0.29
Midwest,MO,0.271
Midwest,MO,0.259
Midwest,MO,0.279
Midwest,MO,0.265
Midwest,MO,0.275
Midwest,MO,0.27
Midwest,MO,0.33
Midwest,MO,0.352
Midwest,MO,0.264
Midwest,MO,0.277
Midwest,MO,0.317
Midwest,MO,0.278
Midwest,MO,0.345
Midwest,MO,0.35
Midwest,MO,0.344
Midwest,MO,0.355
Midwest,MO,0.358
Midwest,MO,0.314
Midwest,MO,0.29
Midwest,MO,0.283
Midwest,MO,0.298
Midwest,MO,0.297
Midwest,MO,0.296
Midwest,MO,0.323
Midwest,MO,0.35
Midwest,MO,0.341
Midwest,MO,0.288
Midwest,MO,0.288
Midwest,MO,0.285
Midwest,MO,0.276
Midwest,MO,0.245
Midwest,MO,0.222
Midwest,MO,0.343
Midwest,MO,0.348
Midwest,MO,0.29
Midwest,MO,0.309
Midwest,MO,0.243
Midwest,MO,0.235
Midwest,MO,0.267
Midwest,MO,0.259
Midwest,MO,0.305
Midwest,MO,0.314
Midwest,MO,0.343
Midwest,MO,0.332
Midwest,MO,0.301
Midwest,MO,0.294
Midwest,MO,0.296
Midwest,MO,0.296
Midwest,MO,0.298
Midwest,MO,0.301
Midwest,MO,0.364
Midwest,MO,0.35
Midwest,MO,0.289
Midwest,MO,0.291
Midwest,MO,0.328
Midwest,MO,0.327
Midwest,MO,0.294
Midwest,MO,0.273
Midwest,MO,0.304
Midwest,MO,0.325
Midwest,MO,0.263
Midwest,MO,0.276
Midwest,MO,0.297
Midwest,MO,0.32
Midwest,MO,0.311
South,MS,0.36
South,MS,0.329
South,MS,0.388
South,MS,0.382
South,MS,0.35
South,MS,0.36
South,MS,0.335
South,MS,0.352
South,MS,0.321
South,MS,0.319
South,MS,0.324
South,MS,0.329
South,MS,0.359
South,MS,0.326
South,MS,0.325
South,MS,0.341
South,MS,0.339
South,MS,0.336
South,MS,0.329
South,MS,0.349
South,MS,0.397
South,MS,0.373
South,MS,0.375
South,MS,0.362
South,MS,0.377
South,MS,0.378
South,MS,0.371
South,MS,0.394
South,MS,0.379
South,MS,0.355
South,MS,0.336
South,MS,0.336
South,MS,0.304
South,MS,0.298
South,MS,0.336
South,MS,0.33
South,MS,0.385
South,MS,0.34
South,MS,0.349
South,MS,0.317
South,MS,0.293
South,MS,0.319
South,MS,0.34
South,MS,0.316
South,MS,0.299
South,MS,0.309
South,MS,0.312
South,MS,0.289
South,MS,0.346
South,MS,0.336
South,MS,0.341
South,MS,0.329
South,MS,0.356
South,MS,0.382
South,MS,0.348
South,MS,0.4
South,MS,0.367
South,MS,0.295
South,MS,0.282
South,MS,0.335
South,MS,0.318
South,MS,0.386
South,MS,0.365
South,MS,0.334
South,MS,0.337
South,MS,0.359
South,MS,0.358
South,MS,0.33
South,MS,0.318
South,MS,0.287
South,MS,0.287
South,MS,0.305
South,MS,0.278
South,MS,0.312
South,MS,0.322
South,MS,0.343
South,MS,0.317
South,MS,0.387
South,MS,0.362
South,MS,0.315
South,MS,0.332
South,MS,0.363
South,MS,0.373
South,MS,0.345
South,MS,0.342
South,MS,0.327
South,MS,0.312
South,MS,0.275
South,MS,0.274
South,MS,0.303
South,MS,0.32
South,MS,0.386
South,MS,0.4
South,MS,0.366
South,MS,0.369
South,MS,0.365
South,MS,0.35
South,MS,0.356
South,MS,0.335
South,MS,0.351
South,MS,0.346
South,MS,0.352
South,MS,0.39
South,MS,0.275
South,MS,0.255
South,MS,0.387
South,MS,0.378
South,MS,0.299
South,MS,0.284
South,MS,0.333
South,MS,0.344
South,MS,0.341
South,MS,0.333
South,MS,0.346
South,MS,0.341
South,MS,0.337
South,MS,0.342
South,MS,0.349
South,MS,0.347
South,MS,0.296
South,MS,0.276
South,MS,0.348
South,MS,0.327
South,MS,0.362
South,MS,0.362
South,MS,0.349
South,MS,0.359
South,MS,0.37
South,MS,0.355
South,MS,0.311
South,MS,0.332
South,MS,0.369
South,MS,0.368
South,MS,0.331
South,MS,0.333
South,MS,0.332
South,MS,0.347
South,MS,0.384
South,MS,0.368
South,MS,0.322
South,MS,0.321
South,MS,0.392
South,MS,0.409
South,MS,0.332
South,MS,0.333
South,MS,0.342
South,MS,0.343
South,MS,0.344
South,MS,0.351
South,MS,0.389
South,MS,0.372
South,MS,0.351
South,MS,0.348
South,MS,0.325
South,MS,0.317
South,MS,0.381
South,MS,0.373
South,MS,0.375
South,MS,0.36
South,MS,0.354
South,MS,0.366
South,MS,0.358
South,MS,0.353
West,MT,0.239
West,MT,0.226
West,MT,0.279
West,MT,0.285
West,MT,0.339
West,MT,0.311
West,MT,0.25
West,MT,0.242
West,MT,0.244
West,MT,0.235
West,MT,0.267
West,MT,0.269
West,MT,0.292
West,MT,0.293
West,MT,0.26
West,MT,0.269
West,MT,0.28
West,MT,0.274
West,MT,0.283
West,MT,0.249
West,MT,0.263
West,MT,0.306
West,MT,0.267
West,MT,0.257
West,MT,0.228
West,MT,0.202
West,MT,0.188
West,MT,0.153
West,MT,0.143
West,MT,0.303
West,MT,0.305
West,MT,0.26
West,MT,0.254
West,MT,0.297
West,MT,0.284
West,MT,0.212
West,MT,0.205
West,MT,0.286
West,MT,0.247
West,MT,0.238
West,MT,0.232
West,MT,0.198
West,MT,0.187
West,MT,0.229
West,MT,0.227
West,MT,0.288
West,MT,0.256
West,MT,0.283
West,MT,0.272
West,MT,0.284
West,MT,0.242
West,MT,0.169
West,MT,0.17
West,MT,0.308
West,MT,0.307
West,MT,0.191
West,MT,0.195
West,MT,0.323
West,MT,0.297
West,MT,0.298
West,MT,0.288
West,MT,0.271
West,MT,0.244
West,MT,0.296
West,MT,0.192
West,MT,0.183
West,MT,0.295
West,MT,0.262
West,MT,0.342
West,MT,0.316
West,MT,0.288
West,MT,0.261
West,MT,0.264
West,MT,0.248
West,MT,0.315
West,MT,0.308
West,MT,0.242
West,MT,0.224
West,MT,0.244
West,MT,0.252
West,MT,0.288
West,MT,0.251
West,MT,0.272
West,MT,0.254
West,MT,0.272
West,MT,0.287
West,MT,0.29
West,MT,0.298
West,MT,0.306
West,MT,0.295
West,MT,0.246
West,MT,0.236
South,NC,0.273
South,NC,0.257
South,NC,0.233
South,NC,0.234
South,NC,0.314
South,NC,0.315
South,NC,0.29
South,NC,0.285
South,NC,0.277
South,NC,0.275
South,NC,0.246
South,NC,0.257
South,NC,0.31
South,NC,0.291
South,NC,0.317
South,NC,0.311
South,NC,0.332
South,NC,0.331
South,NC,0.256
South,NC,0.22
South,NC,0.209
South,NC,0.218
South,NC,0.299
South,NC,0.292
South,NC,0.236
South,NC,0.238
South,NC,0.286
South,NC,0.262
South,NC,0.241
South,NC,0.248
South,NC,0.304
South,NC,0.297
South,NC,0.279
South,NC,0.295
South,NC,0.284
South,NC,0.295
South,NC,0.212
South,NC,0.226
South,NC,0.301
South,NC,0.312
South,NC,0.292
South,NC,0.29
South,NC,0.292
South,NC,0.293
South,NC,0.313
South,NC,0.301
South,NC,0.283
South,NC,0.28
South,NC,0.294
South,NC,0.276
South,NC,0.303
South,NC,0.283
South,NC,0.259
South,NC,0.255
South,NC,0.266
South,NC,0.249
South,NC,0.323
South,NC,0.325
South,NC,0.261
South,NC,0.256
South,NC,0.337
South,NC,0.306
South,NC,0.203
South,NC,0.201
South,NC,0.29
South,NC,0.303
South,NC,0.217
South,NC,0.217
South,NC,0.286
South,NC,0.281
South,NC,0.286
South,NC,0.291
South,NC,0.307
South,NC,0.296
South,NC,0.277
South,NC,0.25
South,NC,0.297
South,NC,0.259
South,NC,0.279
South,NC,0.275
South,NC,0.235
South,NC,0.22
South,NC,0.339
South,NC,0.346
South,NC,0.286
South,NC,0.268
South,NC,0.216
South,NC,0.235
South,NC,0.235
South,NC,0.231
South,NC,0.336
South,NC,0.334
South,NC,0.301
South,NC,0.3
South,NC,0.286
South,NC,0.27
South,NC,0.239
South,NC,0.239
South,NC,0.25
South,NC,0.268
South,NC,0.278
South,NC,0.267
South,NC,0.331
South,NC,0.301
South,NC,0.263
South,NC,0.239
South,NC,0.356
South,NC,0.341
South,NC,0.255
South,NC,0.278
South,NC,0.255
South,NC,0.233
South,NC,0.26
South,NC,0.272
South,NC,0.302
South,NC,0.325
South,NC,0.315
South,NC,0.304
South,NC,0.206
South,NC,0.203
South,NC,0.285
South,NC,0.309
South,NC,0.276
South,NC,0.274
South,NC,0.279
South,NC,0.266
South,NC,0.304
South,NC,0.321
South,NC,0.21
South,NC,0.199
South,NC,0.341
South,NC,0.344
South,NC,0.236
South,NC,0.239
South,NC,0.16
South,NC,0.158
South,NC,0.287
South,NC,0.273
South,NC,0.293
South,NC,0.282
South,NC,0.266
South,NC,0.248
South,NC,0.281
South,NC,0.265
South,NC,0.295
South,NC,0.29
South,NC,0.243
South,NC,0.245
South,NC,0.258
South,NC,0.264
South,NC,0.288
South,NC,0.293
South,NC,0.327
South,NC,0.33
South,NC,0.372
South,NC,0.348
South,NC,0.299
South,NC,0.333
South,NC,0.302
South,NC,0.302
South,NC,0.288
South,NC,0.266
South,NC,0.275
South,NC,0.294
South,NC,0.289
South,NC,0.28
South,NC,0.307
South,NC,0.328
South,NC,0.259
South,NC,0.284
South,NC,0.265
South,NC,0.306
South,NC,0.302
South,NC,0.289
South,NC,0.226
South,NC,0.212
South,NC,0.299
South,NC,0.273
South,NC,0.212
South,NC,0.194
South,NC,0.316
South,NC,0.319
South,NC,0.186
South,NC,0.181
South,NC,0.312
South,NC,0.3
South,NC,0.304
South,NC,0.294
South,NC,0.219
South,NC,0.217
South,NC,0.31
South,NC,0.278
South,NC,0.319
South,NC,0.327
South,NC,0.305
South,NC,0.302
South,NC,0.281
South,NC,0.282
South,NC,0.306
South,NC,0.26
Midwest,ND,0.28
Midwest,ND,0.263
Midwest,ND,0.272
Midwest,ND,0.263
Midwest,ND,0.338
Midwest,ND,0.333
Midwest,ND,0.271
Midwest,ND,0.272
Midwest,ND,0.308
Midwest,ND,0.266
Midwest,ND,0.311
Midwest,ND,0.316
Midwest,ND,0.212
Midwest,ND,0.199
Midwest,ND,0.213
Midwest,ND,0.209
Midwest,ND,0.278
Midwest,ND,0.265
Midwest,ND,0.283
Midwest,ND,0.265
Midwest,ND,0.349
Midwest,ND,0.347
Midwest,ND,0.34
Midwest,ND,0.351
Midwest,ND,0.319
Midwest,ND,0.291
Midwest,ND,0.33
Midwest,ND,0.348
Midwest,ND,0.314
Midwest,ND,0.335
Midwest,ND,0.329
Midwest,ND,0.233
Midwest,ND,0.213
Midwest,ND,0.335
Midwest,ND,0.323
Midwest,ND,0.286
Midwest,ND,0.3
Midwest,ND,0.256
Midwest,ND,0.296
Midwest,ND,0.294
Midwest,ND,0.283
Midwest,ND,0.292
Midwest,ND,0.312
Midwest,ND,0.351
Midwest,ND,0.311
Midwest,ND,0.378
Midwest,ND,0.333
Midwest,ND,0.313
Midwest,ND,0.286
Midwest,ND,0.318
Midwest,ND,0.283
Midwest,ND,0.266
Midwest,ND,0.263
Midwest,ND,0.27
Midwest,ND,0.256
Midwest,ND,0.351
Midwest,ND,0.316
Midwest,ND,0.308
Midwest,ND,0.3
Midwest,ND,0.344
Midwest,ND,0.301
Midwest,ND,0.325
Midwest,ND,0.308
Midwest,ND,0.261
Midwest,ND,0.244
Midwest,ND,0.301
Midwest,ND,0.311
Midwest,ND,0.287
Midwest,ND,0.295
Midwest,ND,0.256
Midwest,ND,0.361
Midwest,ND,0.334
Midwest,ND,0.345
Midwest,ND,0.32
Midwest,ND,0.301
Midwest,ND,0.28
Midwest,ND,0.268
Midwest,ND,0.242
Midwest,ND,0.291
Midwest,ND,0.262
Midwest,ND,0.285
Midwest,ND,0.274
Midwest,ND,0.318
Midwest,ND,0.268
Midwest,ND,0.304
Midwest,ND,0.301
Midwest,ND,0.288
Midwest,ND,0.268
Midwest,ND,0.314
Midwest,ND,0.309
Midwest,ND,0.324
Midwest,ND,0.291
Midwest,NE,0.246
Midwest,NE,0.243
Midwest,NE,0.294
Midwest,NE,0.27
Midwest,NE,0.303
Midwest,NE,0.289
Midwest,NE,0.264
Midwest,NE,0.266
Midwest,NE,0.295
Midwest,NE,0.295
Midwest,NE,0.305
Midwest,NE,0.304
Midwest,NE,0.234
Midwest,NE,0.235
Midwest,NE,0.382
Midwest,NE,0.357
Midwest,NE,0.267
Midwest,NE,0.246
Midwest,NE,0.283
Midwest,NE,0.261
Midwest,NE,0.306
Midwest,NE,0.282
Midwest,NE,0.266
Midwest,NE,0.251
Midwest,NE,0.296
Midwest,NE,0.299
Midwest,NE,0.278
Midwest,NE,0.239
Midwest,NE,0.334
Midwest,NE,0.307
Midwest,NE,0.295
Midwest,NE,0.281
Midwest,NE,0.299
Midwest,NE,0.272
Midwest,NE,0.307
Midwest,NE,0.295
Midwest,NE,0.31
Midwest,NE,0.294
Midwest,NE,0.28
Midwest,NE,0.282
Midwest,NE,0.275
Midwest,NE,0.266
Midwest,NE,0.292
Midwest,NE,0.246
Midwest,NE,0.342
Midwest,NE,0.306
Midwest,NE,0.291
Midwest,NE,0.271
Midwest,NE,0.244
Midwest,NE,0.224
Midwest,NE,0.335
Midwest,NE,0.316
Midwest,NE,0.317
Midwest,NE,0.285
Midwest,NE,0.369
Midwest,NE,0.332
Midwest,NE,0.326
Midwest,NE,0.27
Midwest,NE,0.275
Midwest,NE,0.297
Midwest,NE,0.296
Midwest,NE,0.338
Midwest,NE,0.318
Midwest,NE,0.275
Midwest,NE,0.28
Midwest,NE,0.266
Midwest,NE,0.26
Midwest,NE,0.332
Midwest,NE,0.315
Midwest,NE,0.271
Midwest,NE,0.262
Midwest,NE,0.287
Midwest,NE,0.256
Midwest,NE,0.302
Midwest,NE,0.269
Midwest,NE,0.286
Midwest,NE,0.294
Midwest,NE,0.337
Midwest,NE,0.311
Midwest,NE,0.318
Midwest,NE,0.329
Midwest,NE,0.332
Midwest,NE,0.325
Midwest,NE,0.329
Midwest,NE,0.314
Midwest,NE,0.259
Midwest,NE,0.242
Midwest,NE,0.262
Midwest,NE,0.269
Midwest,NE,0.264
Midwest,NE,0.272
Midwest,NE,0.336
Midwest,NE,0.327
Midwest,NE,0.201
Midwest,NE,0.187
Midwest,NE,0.271
Midwest,NE,0.252
Midwest,NE,0.241
Midwest,NE,0.248
Midwest,NE,0.286
Midwest,NE,0.273
Midwest,NE,0.282
Midwest,NE,0.276
Midwest,NE,0.288
Midwest,NE,0.238
Midwest,NE,0.308
Midwest,NE,0.279
Midwest,NE,0.315
Midwest,NE,0.322
Midwest,NE,0.298
Midwest,NE,0.298
Midwest,NE,0.322
Midwest,NE,0.307
Midwest,NE,0.263
Midwest,NE,0.235
Midwest,NE,0.278
Midwest,NE,0.285
Midwest,NE,0.338
Midwest,NE,0.315
Midwest,NE,0.239
Midwest,NE,0.243
Midwest,NE,0.319
Midwest,NE,0.287
Midwest,NE,0.257
Midwest,NE,0.234
Midwest,NE,0.346
Midwest,NE,0.342
Midwest,NE,0.298
Midwest,NE,0.297
Midwest,NE,0.212
Midwest,NE,0.202
